text,intent
I just had a look at my statement. Why have I been changed for using the ATM?,cash_withdrawal_charge
Why was I charged a fee for withdrawing money off my card?,cash_withdrawal_charge
There was an extra fee on my account when I got cash.,cash_withdrawal_charge
How come I got charged extra for withdrawing cash?,cash_withdrawal_charge
I took out money and there is a fee.  Why?,cash_withdrawal_charge
I have a question about fee for cash withdraw.,cash_withdrawal_charge
Why have I been charged a fee for cash withdrawal?,cash_withdrawal_charge
"While getting cash, I was charged a fee.",cash_withdrawal_charge
Do I get charged for withdrawals?,cash_withdrawal_charge
Is there a charge for cash withdrawals? I always thought it was free.,cash_withdrawal_charge
What is your policy on withdrawing cash from an ATM? There is a fee on my account that wasn't there before I paid for my groceries.,cash_withdrawal_charge
Why was there a fee with my cash withdrawal?,cash_withdrawal_charge
"I was charged extra when I made a cash withdraw, why?",cash_withdrawal_charge
Why did you charge a fee when I withdrew from an ATM?,cash_withdrawal_charge
How do I avoid a fee to use an ATM?,cash_withdrawal_charge
When I got cash I was charged an extra fee!  Explain!,cash_withdrawal_charge
Today I noticed a charge for an ATM withdrawal on my account. Can you please fix this? It's supposed to be no charge.,cash_withdrawal_charge
Can you tell me why I was charged extra when I withdrew money?,cash_withdrawal_charge
I withdrew cash and was charged. Why?,cash_withdrawal_charge
How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month.,cash_withdrawal_charge
"Is there a fee when I get cash from an ATM? Is there a limit I can take out? If there is a fee, what is it?",cash_withdrawal_charge
"I was charged for a cash withdrawal, why?",cash_withdrawal_charge
"I just saw a charge for a cash withdrawal that I made! ATM withdrawals have always been free in the past, so why is there suddenly a charge? What is it going to cost me now?",cash_withdrawal_charge
Are there ATM fees?,cash_withdrawal_charge
Why am i being charged for withdrawing cash funds?,cash_withdrawal_charge
How come my cash withdrawal came with an unnecessary fee?!,cash_withdrawal_charge
Why was there a fee on my cash withdrawal?,cash_withdrawal_charge
Why do I see extra charges for withdrawing my money?,cash_withdrawal_charge
Why am I charged to get money from the ATM?,cash_withdrawal_charge
"The ATM charged me an extra fee, Why?",cash_withdrawal_charge
Why is there a charge when I took out money?,cash_withdrawal_charge
I made a cash withdrawl and there is a charge.  What is this?,cash_withdrawal_charge
Why did I get charged for a withdrawal?,cash_withdrawal_charge
"Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before",cash_withdrawal_charge
Why am I charged whenever I withdraw cash?,cash_withdrawal_charge
"extra fees on a cash withdrawal, not cool.",cash_withdrawal_charge
Can you tell me why I was charged to withdraw cash?,cash_withdrawal_charge
I made a transaction at an atm and was charged extra for it.,cash_withdrawal_charge
I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud?,cash_withdrawal_charge
I used an ATM and there was an extra charge.,cash_withdrawal_charge
Why am I charged a fee for getting cash?,cash_withdrawal_charge
What is the fee for a cash withdrawal?,cash_withdrawal_charge
Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this.,cash_withdrawal_charge
Are there charges for cash withdrawals?,cash_withdrawal_charge
I was charged a fee with my cash withdrawal that I shouldn't have been charged.,cash_withdrawal_charge
is there a charge on withdrawals?,cash_withdrawal_charge
Am I charged more for using the ATM?,cash_withdrawal_charge
Why am I being charged for withdrawing cash but haven't in the past?,cash_withdrawal_charge
"Hello, I have noticed a problem on my recent withdrawal at the banks atm machine.  I made a transaction and upon receiving my funds from the machine, a fee was assessed to my withdrawal.  Are these types of transactions free of charge?",cash_withdrawal_charge
Why did they take more money out then I withdrawed?,cash_withdrawal_charge
Why was I charged an extra fee when using an ATM?,cash_withdrawal_charge
I got a strange fee when I used the ATM.,cash_withdrawal_charge
Why did I get a fee for getting cash?,cash_withdrawal_charge
I saw I was charged extra for money I withdrew?,cash_withdrawal_charge
Why was I charged for a cash withdrawal at the ATM?,cash_withdrawal_charge
When did you start charging to make a withdrawal? How much is it now? I always thought it was free.,cash_withdrawal_charge
I was recently charged for withdrawing money from my bank ATM. How can that be possible when I haven't been charged for using it before?,cash_withdrawal_charge
Why was my account assessed a fee for an ATM transaction?,cash_withdrawal_charge
